VideoGamesDb,dbo,Reviews,CustomerId,1,int,NULL,FOREIGN KEY,dbo,Customers,Id
VideoGamesDb,dbo,Reviews,CustomerId,1,int,NULL,PRIMARY KEY,NULL,NULL,NULL
VideoGamesDb,dbo,Reviews,GameId,2,int,NULL,FOREIGN KEY,dbo,Games,Id
VideoGamesDb,dbo,Reviews,GameId,2,int,NULL,PRIMARY KEY,NULL,NULL,NULL
VideoGamesDb,dbo,Reviews,Rating,3,int,NULL,NULL,NULL,NULL,NULL
VideoGamesDb,dbo,Reviews,Review,4,nvarchar,-1,NULL,NULL,NULL,NULL
VideoGamesDb,dbo,sysdiagrams,name,1,nvarchar,128,UNIQUE,NULL,NULL,NULL
VideoGamesDb,dbo,sysdiagrams,principal_id,2,int,NULL,UNIQUE,NULL,NULL,NULL
VideoGamesDb,dbo,sysdiagrams,diagram_id,3,int,NULL,PRIMARY KEY,NULL,NULL,NULL
VideoGamesDb,dbo,sysdiagrams,version,4,int,NULL,NULL,NULL,NULL,NULL
VideoGamesDb,dbo,sysdiagrams,definition,5,varbinary,-1,NULL,NULL,NULL,NULL
VideoGamesDb,dbo,Transactions,Id,1,int,NULL,PRIMARY KEY,NULL,NULL,NULL
VideoGamesDb,dbo,Transactions,CustomerId,2,int,NULL,FOREIGN KEY,dbo,Customers,Id
VideoGamesDb,dbo,Transactions,CustomerId,2,int,NULL,UNIQUE,NULL,NULL,NULL
VideoGamesDb,dbo,Transactions,GameId,3,int,NULL,FOREIGN KEY,dbo,Games,Id
VideoGamesDb,dbo,Transactions,GameId,3,int,NULL,UNIQUE,NULL,NULL,NULL
VideoGamesDb,dbo,Transactions,Date,4,datetime,NULL,NULL,NULL,NULL,NULL
VideoGamesDb,dbo,Transactions,PaymentMethodId,5,int,NULL,FOREIGN KEY,dbo,PaymentMethods,Id
VideoGamesDb,dbo,Transactions,TotalPrice,6,float,NULL,NULL,NULL,NULL,NULL
